ENSG_id	logFC	adj_pval	gene
ENSG00000182600	0.0322	0.8934604	C2orf82
ENSG00000187699	-0.005145	0.9828839	C2orf88
ENSG00000170312	1.25675	0.5527875	CDK1
ENSG00000170476	0.0352	0.8978558	MZB1
ENSG00000182400	0.433	0.5692798	TRAPPC6B
ENSG00000231286	-0.0621633333333	0.977557	HLA-DQB1
ENSG00000263639	-0.0792	0.9632555	MSMB
ENSG00000228254	-0.0912	0.640559	HLA-DQB2
ENSG00000179772	-0.0148	0.9514376	FOXS1
ENSG00000136807	0.01207	0.9921036	CDK9
ENSG00000110931	0.295875	0.8870756	CAMKK2
ENSG00000004660	0.3365	0.7583786	CAMKK1
ENSG00000165502	0.396	0.3851009	RPL36AL
ENSG00000147457	0.381	0.5086204	CHMP7
ENSG00000176108	0.193	0.5470168	CHMP6
ENSG00000086065	0.238	0.5798094	CHMP5
ENSG00000228250	-0.069	0.7528716	LY6G6C
ENSG00000106031	0.117333333333	0.7632403	HOXA13
ENSG00000235769	-0.0971	0.6898286	LY6G6E
ENSG00000005073	0.045595	0.9872211	HOXA11
ENSG00000253293	0.587	0.3411682	HOXA10
ENSG00000106648	0.08	0.6550684	GALNTL5
ENSG00000174473	0.0584	0.81145	GALNTL6
ENSG00000182591	0.131	0.7715837	KRTAP11-1
ENSG00000139372	0.489	0.0756799	TDG
ENSG00000189159	0.0665	0.5022177	HN1
ENSG00000148814	0.095325	0.8847999	LRRC27
ENSG00000163507	0.5865	0.5503982	KIAA1524
ENSG00000162522	0.414	0.4251176	KIAA1522
ENSG00000129255	0.272	0.7173868	MPDU1
ENSG00000172731	0.546	0.4131416	LRRC20
ENSG00000125122	0.162	0.7032087	LRRC29
ENSG00000168904	0.20735	0.7500231	LRRC28
ENSG00000176928	-0.0929	0.6851057	GCNT4
ENSG00000124091	-0.06864	0.9991628	GCNT7
ENSG00000187210	0.225	0.9076946	GCNT1
ENSG00000140297	0.293	0.4719676	GCNT3
ENSG00000111846	0.5645	0.7371526	GCNT2
ENSG00000176454	-0.00341	0.9964089	LPCAT4
ENSG00000087253	0.35575	0.9223474	LPCAT2
ENSG00000268829	0.363	0.5026564	LPCAT3
ENSG00000153395	0.65	0.4833445	LPCAT1
ENSG00000149591	0.422333333333	0.8617811	TAGLN
ENSG00000166960	0.268	0.4418153	CCDC178
ENSG00000164975	0.12875	0.7139511	SNAPC3
ENSG00000163283	-0.00655	0.9798686	ALPP
ENSG00000120262	-0.182	0.6320404	CCDC170
ENSG00000164989	-0.0735488571429	0.9964089	CCDC171
ENSG00000182645	-0.088	0.6861379	CCDC172
ENSG00000154479	-0.0443	0.862909	CCDC173
ENSG00000154781	0.470333333333	0.7314138	CCDC174
ENSG00000267909	0.155	0.5283481	CCDC177
ENSG00000152256	0.0819366666667	0.9940516	PDK1
ENSG00000067992	-0.09938	0.9546072	PDK3
ENSG00000005882	0.1076	0.8643545	PDK2
ENSG00000268394	0.38925	0.6858874	EBP
ENSG00000004799	-0.943666666667	0.5636422	PDK4
ENSG00000113441	0.0114	0.8009757	LNPEP
ENSG00000163295	0.0906	0.912225	ALPI
ENSG00000058262	0.3915	0.4906574	SEC61A1
ENSG00000065665	0.2667	0.9736413	SEC61A2
ENSG00000162551	0.075	0.8399584	ALPL
ENSG00000115425	0.3655	0.5369234	PECR
ENSG00000231171	-0.205	0.4798976	LINC01098
ENSG00000175197	-0.039	0.9632399	DDIT3
ENSG00000168209	-0.00521	0.9968355	DDIT4
ENSG00000232653	-0.233	0.7282154	GOLGA8N
ENSG00000175265	0.2762	0.8196305	GOLGA8A
ENSG00000110536	-0.15665	0.6960501	PTPMT1
ENSG00000226124	0.139	0.5446372	FTCDNL1
ENSG00000182853	-0.05925	0.8397544	VMO1
ENSG00000165629	0.2029	0.7421753	ATP5C1
ENSG00000119655	0.335	0.4521923	NPC2
ENSG00000141458	0.40825	0.745709	NPC1
ENSG00000181744	-0.248766666667	0.9157104	C3orf58
ENSG00000118873	0.00841	0.9684778	RAB3GAP2
ENSG00000180535	-0.00752	0.9773022	BHLHA15
ENSG00000115839	0.449625	0.8208384	RAB3GAP1
ENSG00000114529	0.999	0.8831064	C3orf52
ENSG00000214324	0.00758	0.9763449	C3orf56
ENSG00000173402	0.631	0.4940728	DAG1
ENSG00000105755	0.282	0.7036368	ETHE1
ENSG00000100359	0.583666666667	0.4886666	SGSM3
ENSG00000004487	0.31	0.3509492	KDM1A
ENSG00000165097	0.03975	0.8256004	KDM1B
ENSG00000158869	0.206	0.5786433	FCER1G
ENSG00000137707	-0.040655	0.9811455	BTG4
ENSG00000154640	-0.408	0.8220009	BTG3
ENSG00000159388	0.812	0.1421445	BTG2
ENSG00000133639	0.0802	0.9568997	BTG1
ENSG00000128039	0.56	0.4908932	SRD5A3
ENSG00000145545	0.1018	0.9778034	SRD5A1
ENSG00000100083	0.2742844	0.9991628	GGA1
ENSG00000125447	0.122	0.7617742	GGA3
ENSG00000103365	0.4129375	0.7226304	GGA2
ENSG00000135723	0.363	0.5754017	FHOD1
ENSG00000134775	0.166	0.9352813	FHOD3
ENSG00000198835	0.1275	0.6300788	GJC2
ENSG00000164096	0.0551666666667	0.8603379	C4orf3
ENSG00000182963	0.49175	0.8103458	GJC1
ENSG00000240508	0.633	0.4310093	PSMB9
ENSG00000226201	0.364	0.6857304	PSMB8
ENSG00000136930	0.2115	0.6656277	PSMB7
ENSG00000142507	0.338	0.4672611	PSMB6
ENSG00000100804	0.551	0.4069969	PSMB5
ENSG00000117407	0.07862	0.9830117	ARTN
ENSG00000108294	0.291	0.4792208	PSMB3
ENSG00000126067	0.4745	0.5639139	PSMB2
ENSG00000008018	0.1312	0.7040323	PSMB1
ENSG00000139636	0.547	0.0370081	LMBR1L
ENSG00000198862	0.4172	0.6760436	LTN1
ENSG00000179046	-0.0571	0.8506418	TRIML2
ENSG00000148362	0.398	0.3965484	C9orf142
ENSG00000184108	0.0354	0.9062522	TRIML1
ENSG00000148411	0.19455	0.9182741	NACC2
ENSG00000048707	0.089	0.6175173	VPS13D
ENSG00000160877	0.1975	0.5753227	NACC1
ENSG00000147010	0.3801	0.9145563	SH3KBP1
ENSG00000129003	0.39005	0.9417989	VPS13C
ENSG00000132549	-0.095225	0.8866714	VPS13B
ENSG00000269503	-0.0695	0.7598088	BEX5
ENSG00000102409	1.17	0.5149857	BEX4
ENSG00000133169	0.184	0.8802006	BEX1
ENSG00000130748	0.358	0.3835844	TMEM160
ENSG00000152128	-0.1042	0.933105	TMEM163
ENSG00000134851	-0.0300433333333	0.9977602	TMEM165
ENSG00000126860	0.687	0.4227311	EVI2A
ENSG00000146802	0.861	0.3755979	TMEM168
ENSG00000185862	1.44	0.0382708	EVI2B
ENSG00000264253	0.08235	0.6896371	FOXN1
ENSG00000170802	0.3505	0.5745091	FOXN2
ENSG00000053254	0.0534375	0.9817804	FOXN3
ENSG00000145029	0.329	0.5983598	NICN1
ENSG00000187955	-0.76275	0.766468	COL14A1
ENSG00000230705	0.482	0.5683172	TAP1
ENSG00000237599	0.2475	0.6853486	TAP2
ENSG00000065609	0.0485	0.8411236	SNAP91
ENSG00000211450	-0.416333333333	0.6889083	C11orf31
ENSG00000172264	-0.039825	0.8751384	MACROD2
ENSG00000133315	-0.1653	0.8108349	MACROD1
ENSG00000183291	0.023	0.9612017	SEP15
ENSG00000111615	0.00250833333333	0.9726448	KRR1
ENSG00000129195	0.671	0.6108878	FAM64A
ENSG00000115808	0.34197	0.9566957	STRN
ENSG00000188343	-0.123409	0.9983368	FAM92A1
ENSG00000255394	-0.235	0.4495626	C8orf49
ENSG00000164743	0.675	0.212883	C8orf48
ENSG00000169085	0.0931333333333	0.8955005	C8orf46
ENSG00000213865	0.164	0.7119583	C8orf44
ENSG00000115129	0.103	0.5944897	TP53I3
ENSG00000198125	-0.000164	0.9995037	MB
ENSG00000187714	0.119	0.7462846	SLC18A3
ENSG00000165646	0.006	0.665775	SLC18A2
ENSG00000036565	0.161	0.4400857	SLC18A1
ENSG00000017797	0.125366666667	0.9232711	RALBP1
ENSG00000124203	-0.0270125	0.9987843	ZNF831
ENSG00000198783	0.246	0.4754572	ZNF830
ENSG00000127903	0.103	0.697147	ZNF835
ENSG00000152475	0.1993	0.7500351	ZNF837
ENSG00000196267	0.1445	0.8457164	ZNF836
ENSG00000022976	0.3505	0.604209	ZNF839
ENSG00000121931	0.748	0.4048057	LRIF1
ENSG00000176853	0.062	0.618011	FAM91A1
ENSG00000175600	0.124	0.8628435	SUGCT
ENSG00000164764	-0.0180333333333	0.8717669	SBSPON
ENSG00000042813	-0.132	0.5716106	ZPBP
ENSG00000258992	-0.0664	0.857848	TSPY1
ENSG00000179520	-0.0426	0.8274277	SLC17A8
ENSG00000101194	0.2081	0.8706429	SLC17A9
ENSG00000172007	-0.312	0.5034704	RAB33B
ENSG00000146039	0.12355	0.7681663	SLC17A4
ENSG00000119899	0.6005	0.3842661	SLC17A5
ENSG00000091664	-0.0951	0.5905982	SLC17A6
ENSG00000104888	-0.07985	0.8919564	SLC17A7
ENSG00000124568	-0.0185666666667	0.9314151	SLC17A1
ENSG00000112337	0.0645	0.7575859	SLC17A2
ENSG00000124564	0.0277	0.8944722	SLC17A3
ENSG00000140688	0.1254	0.9586033	C16orf58
ENSG00000162062	0.299	0.4510968	C16orf59
ENSG00000185716	0.73	0.5240479	C16orf52
ENSG00000185905	0.125	0.5242014	C16orf54
ENSG00000254470	0.71	0.2096069	AP5B1
ENSG00000101421	0.6105	0.5063944	CHMP4B
ENSG00000164695	0.17	0.6737601	CHMP4C
ENSG00000085552	-0.00564	0.9855127	IGSF9
ENSG00000082438	0.297866	0.9836041	COBLL1
ENSG00000184497	-0.0907	0.8469638	TMEM255B
ENSG00000268760	-0.079	0.6600636	TMEM255A
ENSG00000166444	-0.0884	0.7493939	ST5
ENSG00000131845	0.847	0.4257814	ZNF304
ENSG00000256762	-0.0792	0.7400081	STH
ENSG00000089335	0.2088	0.9725357	ZNF302
ENSG00000145908	0.365	0.45211	ZNF300
ENSG00000101846	0.347425	0.969968	STS
ENSG00000159184	0.2415	0.5242014	HOXB13
ENSG00000122970	0.0759	0.8190756	IFT81
ENSG00000138814	-0.1019	0.9079478	PPP3CA
ENSG00000107758	0.0825	0.4131416	PPP3CB
ENSG00000120910	0.27894	0.8840891	PPP3CC
ENSG00000128342	0.545	0.6446666	LIF
ENSG00000186566	0.226415	0.9845457	GPATCH8
ENSG00000063177	0.127333333333	0.7412996	RPL18
ENSG00000150594	-0.0093	0.9709275	ADRA2A
ENSG00000222040	0.221	0.3846028	ADRA2B
ENSG00000184160	-0.0873	0.7986867	ADRA2C
ENSG00000175664	0.372	0.452511	TEX26
ENSG00000270616	0.359	0.4730364	TEX22
ENSG00000185254	-0.0184	0.9494607	TEX28
ENSG00000153495	0.0917	0.7430275	TEX29
ENSG00000149043	0.0476	0.8681677	SYT8
ENSG00000170743	0.04315	0.8845691	SYT9
ENSG00000109919	0.13823	0.9850464	MTCH2
ENSG00000137409	0.131	0.6286479	MTCH1
ENSG00000067715	-0.656	0.6496433	SYT1
ENSG00000143858	0.267	0.5446372	SYT2
ENSG00000213023	0.0261	0.9031652	SYT3
ENSG00000132872	0.0576	0.8420321	SYT4
ENSG00000129990	-0.059905	0.9960411	SYT5
ENSG00000134207	-0.0156	0.9547244	SYT6
ENSG00000011347	0.02612	0.9558454	SYT7
ENSG00000151923	-0.1262	0.7306997	TIAL1
ENSG00000107164	0.279	0.6439239	FUBP3
ENSG00000162613	0.201675	0.8074301	FUBP1
ENSG00000019169	-0.0657	0.7757584	MARCO
ENSG00000164105	0.068625	0.7425989	SAP30
ENSG00000158747	0.0752	0.8248731	NBL1
ENSG00000157856	-0.115	0.7793683	DRC1
ENSG00000203724	0.2195	0.65194	C1orf53
ENSG00000162642	-0.012	0.8112087	C1orf52
ENSG00000164008	-0.295	0.3835844	C1orf50
ENSG00000143443	0.0590333333333	0.7542241	C1orf56
ENSG00000266177	-0.412	0.4131416	C1orf54
ENSG00000186205	0.636	0.4629766	MARC1
ENSG00000117791	0.388	0.7564714	MARC2
ENSG00000166311	0.0175	0.8699695	SMPD1
ENSG00000103056	0.095695	0.9793157	SMPD3
ENSG00000135587	0.388	0.4974117	SMPD2
ENSG00000136492	0.8	0.4450612	BRIP1
ENSG00000128655	-0.049	0.5500295	PDE11A
ENSG00000100154	-0.0793666666667	0.9782181	TTC28
ENSG00000137473	1.11	0.1120705	TTC29
ENSG00000260703	-0.152	0.5427107	TTC25
ENSG00000105948	-0.001685	0.9825549	TTC26
ENSG00000018699	0.267	0.5436821	TTC27
ENSG00000229474	-0.0141	0.9566867	PATL2
ENSG00000006555	0.0218692	0.999993	TTC22
ENSG00000269714	0.1761325	0.9904283	TTC23
ENSG00000074800	0.555025	0.8526565	ENO1
ENSG00000185149	-0.0157233333333	0.991497	NPY2R
ENSG00000108515	0.3305	0.6733	ENO3
ENSG00000185722	0.187475	0.9018841	ANKFY1
ENSG00000154358	0.271766666667	0.9296269	OBSCN
ENSG00000100104	0.314	0.6670647	SRRD
ENSG00000143384	0.443783333333	0.8682646	MCL1
ENSG00000095637	0.05192	0.9213391	SORBS1
ENSG00000120896	0.3655	0.5487624	SORBS3
ENSG00000154556	0.00298	0.9720175	SORBS2
ENSG00000115607	0.0728	0.7975268	IL18RAP
ENSG00000163508	0.0278	0.9013425	EOMES
ENSG00000134452	0.122	0.8542495	FBXO18
ENSG00000119321	0.423833333333	0.566383	FKBP15
ENSG00000198833	0.287516666667	0.8089233	UBE2J1
ENSG00000141756	-0.62	0.4674518	FKBP10
ENSG00000134285	-0.496666666667	0.4467503	FKBP11
ENSG00000147912	0.060775	0.9313638	FBXO10
ENSG00000138081	0.182233333333	0.8183653	FBXO11
ENSG00000214050	-0.0579	0.7840053	FBXO16
ENSG00000269190	0.2	0.6665889	FBXO17
ENSG00000141665	-0.162	0.766468	FBXO15
ENSG00000229415	0.0412	0.7975341	SFTA3
ENSG00000224246	0.198	0.4030842	SFTA2
ENSG00000070729	-0.0267	0.9397351	CNGB1
ENSG00000170289	-0.21555	0.8279085	CNGB3
ENSG00000029363	0.382333333333	0.7052592	BCLAF1
ENSG00000184381	0.127266666667	0.80314	PLA2G6
ENSG00000146070	-0.161	0.4935253	PLA2G7
ENSG00000127472	0.0784333333333	0.6411987	PLA2G5
ENSG00000100078	-0.00292	0.9945494	PLA2G3
ENSG00000183208	-0.177	0.5677106	GDPGP1
ENSG00000120647	0.885	0.2812522	CCDC77
ENSG00000221880	-0.00758	0.9995037	KRTAP1-3
ENSG00000221852	0.31	0.9102696	KRTAP1-5
ENSG00000123171	0.0492	0.7901494	CCDC70
ENSG00000177352	0.14	0.5636612	CCDC71
ENSG00000162004	0.421	0.2505184	CCDC78
ENSG00000165678	-0.118966666667	0.8736639	GHITM
ENSG00000204414	0.048456	0.9912075	CSHL1
ENSG00000119782	0.326	0.47266	FKBP1B
ENSG00000212916	-0.0985	0.741209	MAP10
ENSG00000115446	0.12	0.7602971	UNC50
ENSG00000101198	0.038175	0.933505	NKAIN4
ENSG00000185942	0.102	0.7563909	NKAIN3
ENSG00000188580	-0.0161	0.7430275	NKAIN2
ENSG00000084628	0.344	0.4022815	NKAIN1
ENSG00000166963	0.341	0.5832896	MAP1A
ENSG00000131711	0.343166666667	0.9317352	MAP1B
ENSG00000080854	-0.04037	0.9721602	IGSF9B
ENSG00000107731	-0.0211333333333	0.8021144	UNC5B
ENSG00000182168	0.04446	0.696805	UNC5C
ENSG00000128564	0.844	0.3397815	VGF
ENSG00000113763	0.048515	0.987321	UNC5A
ENSG00000156687	0.224	0.4543633	UNC5D
ENSG00000130479	0.226	0.6230106	MAP1S
ENSG00000103540	-0.421	0.6295882	CCP110
ENSG00000184524	-0.0849	0.8343284	CEND1
ENSG00000092931	0.44	0.4635385	MFSD11
ENSG00000184860	0.01829	0.9627924	SDR42E1
ENSG00000179477	-0.151	0.6581697	ALOX12B
ENSG00000088367	0.28095	0.8808958	EPB41L1
ENSG00000138621	0.585	0.438497	PPCDC
ENSG00000082397	0.840333333333	0.4131416	EPB41L3
ENSG00000079819	-0.2115	0.7207731	EPB41L2
ENSG00000115109	0.34975	0.8453474	EPB41L5
ENSG00000111058	-0.6465	0.3545297	ACSS3
ENSG00000131069	0.175	0.7577373	ACSS2
ENSG00000154930	0.06522	0.8801237	ACSS1
ENSG00000134313	0.12438	0.959762	KIDINS220
ENSG00000163710	-0.878	0.4719676	PCOLCE2
ENSG00000105928	0.339	0.570655	DFNA5
ENSG00000187601	-0.282	0.6149937	MAGEH1
ENSG00000105989	-0.791	0.6066907	WNT2
ENSG00000125084	-0.333	0.4785583	WNT1
ENSG00000125872	-0.04565	0.9618764	LRRN4
ENSG00000173114	-1.33	0.1785547	LRRN3
ENSG00000115596	0.0365025	0.9961195	WNT6
ENSG00000175928	0.125	0.5933051	LRRN1
ENSG00000162552	0.0580333333333	0.918056	WNT4
ENSG00000145428	-0.237	0.4069969	RNF175
ENSG00000120925	-0.0456666666667	0.740951	RNF170
ENSG00000132646	0.192	0.7208364	PCNA
ENSG00000178951	0.259666666667	0.6141375	ZBTB7A
ENSG00000184828	0.068545	0.9929543	ZBTB7C
ENSG00000160685	-0.0101	0.9088423	ZBTB7B
ENSG00000081154	0.3588	0.8562191	PCNP
ENSG00000160299	0.0082	0.8086468	PCNT
ENSG00000183878	0.52	0.6667935	UTY
ENSG00000112530	-0.0615	0.9513714	PACRG
ENSG00000112667	0.082	0.8064161	DNPH1
ENSG00000070010	0.25	0.4840606	UFD1L
ENSG00000129351	0.5598	0.6163326	ILF3
ENSG00000143621	0.0408	0.8929032	ILF2
ENSG00000176720	0.2066	0.6595433	BOK
ENSG00000144857	-0.262333333333	0.5198638	BOC
ENSG00000175984	0.3185	0.5464261	DENND2C
ENSG00000146966	-0.592333333333	0.4649769	DENND2A
ENSG00000162777	0.315	0.5285771	DENND2D
ENSG00000269663	-0.0892	0.7131338	GAGE1
ENSG00000131238	0.0351	0.8335563	PPT1
ENSG00000272881	0.07	0.7409354	RABAC1
ENSG00000109452	-0.121	0.5945533	INPP4B
ENSG00000147548	-0.0637	0.9763449	WHSC1L1
ENSG00000160633	0.309	0.4770449	SAFB
ENSG00000253368	-0.27	0.6053563	TRNP1
ENSG00000180424	0.152	0.5658674	DEFB123
ENSG00000196422	0.183	0.5497583	PPP1R26
ENSG00000182676	0.453	0.4418153	PPP1R27
ENSG00000162869	0.37965	0.8605029	PPP1R21
ENSG00000151092	-0.1155	0.642112	NGLY1
ENSG00000162761	-0.106	0.5526041	LMX1A
ENSG00000165424	0.301	0.5938778	ZCCHC24
ENSG00000136944	0.104	0.7057502	LMX1B
ENSG00000118432	-0.01335	0.8883371	CNR1
ENSG00000168505	0.0489	0.8506531	GBX2
ENSG00000164900	0.243	0.4647174	GBX1
ENSG00000188822	0.0614	0.8384122	CNR2
ENSG00000130119	0.421525	0.9531019	GNL3L
ENSG00000029725	0.7444	0.5101846	RABEP1
ENSG00000137574	0.231333333333	0.7126623	TGS1
ENSG00000185046	-0.0185	0.945795	ANKS1B
ENSG00000064999	-0.00111	0.9968174	ANKS1A
ENSG00000123562	0.267666666667	0.6674032	MORF4L2
ENSG00000137845	0.436666666667	0.6358259	ADAM10
ENSG00000073670	0.244	0.6704428	ADAM11
ENSG00000148848	1.2524	0.4467503	ADAM12
ENSG00000143537	0.2251	0.9744948	ADAM15
ENSG00000151694	0.469	0.48583	ADAM17
ENSG00000168619	-0.1119	0.8996238	ADAM18
ENSG00000135074	-0.349	0.4649769	ADAM19
ENSG00000152595	-0.0195	0.9572617	MEPE
ENSG00000063854	0.619	0.450009	HAGH
ENSG00000149124	-0.0714	0.9067823	GLYAT
ENSG00000197430	0.121	0.6309901	OPALIN
ENSG00000161265	0.665	0.4510963	U2AF1L4
ENSG00000166579	0.1465	0.4976028	NDEL1
ENSG00000251322	0.2537	0.9720175	SHANK3
ENSG00000268430	-0.445006666667	0.9880208	SHANK2
ENSG00000161681	0.0907	0.7883702	SHANK1
ENSG00000169174	0.138	0.5628974	PCSK9
ENSG00000125851	-0.18	0.6187035	PCSK2
ENSG00000175426	-0.157	0.5105462	PCSK1
ENSG00000140479	-0.003825	0.8094346	PCSK6
ENSG00000160613	0.358	0.4796957	PCSK7
ENSG00000115257	-0.0883	0.8334157	PCSK4
ENSG00000099139	-0.924666666667	0.5024674	PCSK5
ENSG00000090316	0.19	0.5571345	MAEA
ENSG00000165929	-0.0875	0.5833334	TC2N
ENSG00000100979	0.386	0.5371964	PLTP
ENSG00000262176	0.055075	0.9741951	C11orf1
ENSG00000152217	-0.5285	0.6280566	SETBP1
ENSG00000155307	0.0604333333333	0.9534898	SAMSN1
ENSG00000162391	-0.0764	0.8189657	FAM151A
ENSG00000157212	0.436	0.3331277	PAXIP1
ENSG00000053501	-0.2045	0.6558581	USE1
ENSG00000119865	-0.158	0.6200348	CNRIP1
ENSG00000099804	0.414	0.54656	CDC34
ENSG00000105401	0.79	0.454848	CDC37
ENSG00000147059	0.187	0.4937888	SPIN2A
ENSG00000130313	0.1112	0.9257658	PGLS
